;text;toxicity_score;perspective_label;gpt_label;toxic
238;A universidade e o bercario da classe mandante. A direita pode vencer todas as eleicoes e jamais tera poder nenhum, enquanto não tomar das maos dos comunistas o controle da vida academica.;0.08244847;0;1;0
239;Isso e da epoca das eleicoes.;0.800372;1;0;0
240;O l4drao não sobe a rampa. não queremos um corrupto que destruiu o pais e agora volta ao poder com eleicoes cheias de irregularidades.;0.86052006;1;0;1
241;Lula na COP27 posando de eficiente? E derretendo a economia no Brasil.  Esses são os Craques do PT Ensinando como destruir o Pais. Apenas 16 dias pos eleicoes.  Nem assumiram. E GOL contra um atras do outro. Marca Chancelada Governos PT.;0.800372;1;0;0
242;So para constar : No RS quem ganhou as eleicoes foi o pt! Mais adiante vamos falar e muito sobre isso.;0.800372;1;0;0
243;Por isso que voces ganharam as eleicoes, ne? Chega de mimimi. Vai trabalhar, vagabundo;0.4333418;0;1;1
244;Antes de quebrar as eleicoes serão canceladas.;0.800372;1;0;0
245;O Cla da extrema direita usa a massa subita com a falsa esperanca do cancelamento das eleicoes. Enquanto fanaticos ficam expostos diariamente ao sol e as chuvas.;0.08763393;0;1;0
246;"Sou de esquerda não! Inclusive nas ultimas duas eleicoes, votei 4x no Bolsonaro. So não sou ""mulher de malandro"", que apanha, mais ainda continua amando.N sou vassalo de politico Poderia ter voto impresso e o escambau, a turma ainda arranjaria uma desculpa p justificar a derrota.";0.71887034;0;1;1
247;manifestacao pelo que deputado? As eleicoes não foram lisas? Se acha isso, como explica uma fraude em que o congresso eleito e composto, em sua grande maioria, de oposicao. Nesse caso o fraudador e burro ou a fraude não existe.;0.055042017;0;1;0
248;Tem que levar o Barroso e o Xandao pra organizar as eleicoes alema.;0.39057678;0;1;0
249;Se TOMAREM realmente o PODER, não teremos nunca mais ELEICOES!!! so olhar para os amigos do ex corrupto!;0.25707397;0;1;0
250;PF apreende  3 milhoes em especie com familiar de politico do estado do Acre.;0.8674699;1;0;0
251;O Brasil deve muito a Bolsonaro! Gente mesmo aqueles que não gostam do presidente,tem que ter a consciencia de que acabou a corrupcao,as palhacas e hoje ha principalmente o patriotismo. Se não gostam do jeito de JB, não entregue aos bandidos a nossa nacao.;0.08244847;0;1;0
252;Esse esta so fazendo midia na internet kkkkkkkkkk pra depois das eleicoes ter varios seguidores e os burros achando que ele apoia o PT;0.6152542;0;1;0
253;Amanha lula vencera as eleicoes e ao GADO já aviso, não me venha de MIMIMIMI.;0.800372;1;0;1
254;Todas as eleicoes o PT esticara a corda ate este ponto. Se o PT vencer, prepare-se pq eles vao dar um jeito ou de manter o Bozo vivo ou inventar alguem tao perigoso qnto ele para ganhar o seu voto e eles se manterem no poder.  Pra mim chega! Eu vou anular.;0.055042017;0;1;0
255;Desavergonhados! Menosprezaram o povo mais humilde , ate agora e agora que estao perdendo as eleicoes prometem tudo ! Ninguem e idiota, pra acreditar em vcs, parvos que enojam!;0.47102526;0;1;0
256;Eu passo muito mal com esse negocio de forum pagina de fofocas cobrindo as eleicoes KSKSKSKKKK;0.90480894;1;0;0
257;gabriel andando de camisa do brasil um dia antes das eleicoes;0.800372;1;0;0
258;que loucura os tempos em que vivemos ne mark ruffalo dando rt na thelminha que tava dando rt no samuel l jackson equanto chris hemsworth da rt na juliette e o robert downey jr taggeia o luciano huck que sutilmente revelou que vai de 13 kk essas eleicoes não cansam de surpreender;0.86052006;1;0;0
259;Meu Deus como a deutsche Welle cobre as eleicoes brasileiras COMO O RABO DELA;0.22419721;0;1;1
260;Usou ponto, mais uma fraude? O seu desespero e senilidade nos alegra! Vc e s mentira personificada, o atraso, o retrocesso, o odio, a roubalheira institucional! Vc e o que existe de pior e mais sujo.Censurou meios de comunicacao e mordaca nas eleicoes mais sujas da nossa historia;0.16477858;0;1;1
261;todo mundo falando sobre menos a anitta track, sumiu do mapa mas depois das eleicoes ela aparece falando que o Lula ganhou por causa dela;0.800372;1;0;0
262;Mente não gigolo da Jequiti! Tem video do bananinha filho do miliciano do planalto dizendo que as eleicoes deveriam ser adiadas. Mente não que não vai colar. Foi cogitado sim e vc canalha que e sabe disso!;0.28071016;0;1;1
263;"As eleicoes mais importantes, ""porque podem ser as ULTIMAS.""  Galera, voces estao entendendo ?";0.97002685;1;0;0
264;Ele já esta afirmando qual será o resultado das eleicoes e ai se a direita perder.;0.8674699;1;0;0
265;caotico esse clima as vespera de eleicoes!;0.8223625;1;0;0
266;Muito conveniente esse aumento vir justamente nessa fase das eleicoes ne? Voces são muito cara de pau chupetinha;0.14259897;0;1;1
267;ja to salvando um bucado de video pra quando o bolsonaro perder as eleicoes;0.19726633;0;1;0
268;TENHO ACOMPANHADO O BOLSONARO HA QUATRO ANOS NENHUM OUTRO PRESIDENTE REUNIU TANTA GENTE ENQUANTO O LULA MEIA DUZIA DE PELEGO E AI VEM ME FALAR EM PESQUISAS DANDO LULA COMO VENCEDOR DAS ELEICOES SO PODEM ESTAR DE BRINCADEIRA, JOGO DE CAAS MARCADAS, MAS não VOU LEVAR;0.055042017;0;1;1
269;QUEM MENTE E VOCE CRIADOR DE FAKE NEWS. O SEU TA GUARDADO PRA DEPOIS DAS ELEICOES. ALEXANDRE DE MORAES VAI EXORCIZAR VOCE DO MUNDO DA POLITICA. NEM SILVIO SANTOS VAI CONSEGUIR TE SALVAR COM O DINHEIRO DELE. A CADEIA TE ESPERA.;0.71473217;0;1;0
270;A tucana  vai fazer Historia em Pernambuco, quebrando a hegemonia das oligarquias que comandam o Estado ha decadas. O PT pagando o preco alto de puxar o tapete de  nas ultimas eleicoes p apoiar essas oligarquias. Agora e tarde demais;0.1890753;0;1;1
271;Quem esta cansada (o) com essas eleicoes? Estou a quatro anos nessa luta, exausta!;0.86052006;1;0;0
272;E UMA ABSURDO QUE AS ELEICOES SEJAM ADIADAS! MAS PELO MITO, EU FACO TUDO;0.3820409;0;1;0
273;Monica vc e ridicula! Sempre a policia garante a integridade das eleicoes! 22222222222222222222;0.54238683;0;1;0
274;Denunciar irregularidades eleitorais tambem e exercer a cidadania. Faca sua parte! Baixe o aplicativo em;0.8681595;1;0;0
275;gracas a Deus o inferno dessas eleicoes acabam amanha, pq olha;0.099415205;0;1;0
276;Faca realmente todo o possivel para vcs monstros parasitas para ganharem as eleicoes pois sem verba publica será o fim de vcs e o cancer de seu mestre maior os enterrara de uma vez por todas;0.6791226;0;1;1
277;Bolsonaro e mesmo um otario de merda, espero mesmo que não venca as eleicoes;0.5996102;0;1;1
278;Apuracao do segundo turno das eleicoes em Santa Catarina: Bolsonaro X Lula: veja quem esta ganhando no Estado;0.87132585;1;0;0
279;FINAL DA LIBEADORES HOJE, RESULTADO FINAL DAS ELEICOES AMANHA, TERCA FEIRA TROPICO,MEUS DIVEIDAMENTE TAO ASSIM:;0.85803175;1;0;0
280;Temer e raposa velha. Com certeza ficou esperando o Lula falar isso pra ferrar ele no final das eleicoes kkk;0.17497396;0;1;0
281;Para fazer leis e muda-las, não Ministros do STF, pior ainda se for Presidente do TSE. TSE foi feito para administrar eleicoes e fiscalizar o processo tambem, não para inventar leis, ou normas etc. Pior e vermos o atual presidente do TSE Xandao, não respeitar a CF. Que diz que;0.54238683;0;1;0
282;não vejo a hora desse bagulho de eleicoes acabar...!;0.18061301;0;1;0
283;Luiza ha uma fabula que descreve perfeitamente o que se passa com o Lula nestas eleicoes brasileiras ela e a do escorpiao e sapo, sendo que Lula faz papel de escorpiao e quem vota nele os petistas fazem de sapo vou deixar a seguir um resumo;0.54238683;0;1;0
284;Caralho so quero q as eleicoes acabem pqp, n aguento mais ver jegue idolatrando politico e fazendo campanha q nem doido achando q vai mudar voto de alguem;0.44698232;0;1;1
285;Serio mesmo que voces acham que essa declaracao vai definir as eleicoes, e não o fato do Guedes dizer que voces roubam menos?;0.8674699;1;0;0
286;Eu acho absurdo pessoas como Moro e Temer que são motivos de vergonha nacional quererem ter alguma razão falando sandices sobre as eleicoes. Ninguem liga pro golpista e o ex juiz não tem moral nenhuma.;0.54238683;0;1;1
287;Vcs irão perder... prepare o lenco... corrupto não tem moral pra dizer nada. Depois das eleicoes ele e sua quadrilha volta pra Bangu 8.;0.28004074;0;1;0
288;Geddel rebate Bolsonaro apos debate: 'Chefe da familia de cleptomaniacos';0.17796202;0;1;1
289;Sabe oq eu acho que vai acontecer? Esse lixo humano vai perder as eleicoes amanha e em 2024 vai vir como governador do RJ. E o pior: vai ganhar essa porra! Ai essa bomba vai ser nossa;0.22001183;0;1;1
290;No dia 30 de outubro acontece o segundo turno das Eleicoes 2022. então se ligue nessas informacoes para tornar este domingo numa data memoravel para voce e para o Brasil. Tudo pronto para fazer parte da maior festa da democracia do nosso pais de novo?;0.9024613;1;0;0
291;Ah entendi, so tem 30 anos que ele falou isso, dai ele e hipocrita.  O Lula muda o discurso dele 1 mes antes das eleicoes, mas não e hipocrisia. Faz sentido;0.54238683;0;1;1
292;"Oficialmente eleicoes. Um amigo bloqueado por apoiar o bolsonaro. Pedi um 1 coisa boa que ele fez. O argumento: ""Ele não e correto... mas o lugar roubou a Petrobras para da dinheiro pra Cuba...""  me poupe";0.8630712;1;0;0
293;Bolsonaro falou TUDO: Lula era pra estar preso, e so esta participando das eleicoes porque tem um amiguinho togado. Mas no debate não tem TSE pra proteger o Larapio!;0.34042552;0;1;0
294;Trump presta apoio a Bolsonaro e diz que Lula e lunatico;0.13966346;0;1;1
295;essa semané vai ser a pior de todas e vai durar umas 3 semanés independente do resultado das eleicoes;0.800372;1;0;0
296;não tem que responder a mensageiros cuja funcao e provocêtoria e muito menos deve responder a um jornaleiro tendencioso oriundo de um pais onde um Primeiro Ministro tinha que se imiscuir nas eleicoes de outro pais a favor de um ex-presidiario que cumpriu pena! Tenha vergonha;0.54238683;0;1;0
297;o povo não vai esquecer tudo isso que tentaram fazer nessas eleicoes;0.8223625;1;0;0
298;A partir de 2023 se perder as eleicoes bolsonaro continua a sua vida de sempre, sem fazer poha nenhuma, esse psicopata infeliz nunca trabalhou na vida.;0.08208239;0;1;1
299;Bolsonaro foi preso no exercito '-', sem contar que o Lula foi absolvido, o mesmo foi preso sem provas antes das eleicoes de 2018 por um juiz que era a favor do Bolsonaro, tenho realmente que listar o quao idiota foi tudo aquilo?;0.083684444;0;1;0
300;não foi pela tua voz de eunuco que tu ganhou as eleicoes, Nikolas do mal.;0.08244847;0;1;1
301;Vc e sua uma fracassada, sem verba da rouanet. Apos as eleicoes vai fazer showzinho onde? será boicotada lindeza!;0.16477858;0;1;1
302;E vamos de promessa. Um  olho no jogo e outro nas eleicoes. Nova Zelandia comecou a votacao.;0.800372;1;0;0
303;Pois e. Mas isso sempre aconteceu em todas eleicoes. Os monstros já estavam soltos por ai antes de Bolsoasno. So que agora as noticias chegam muito rapido e parece que o mundo todo e violento. Mas, enfim, nunca se sabe...;0.8558534;1;0;0
304;"Acaba logo eleicoes, ninguem aguenta mais ouvir a porra do ""vota vota e confirma""";0.07971355;0;1;1
305;A menos de 24 horas das eleicoesPEPE MUJICA UM DOS POLITICOS MAIS CONCEITUADOS E HONESTO DO MUNDO   AO LADO DE HADDAD E LULA  Na Avenida Paulista  Hoje 29 de outubro;0.8674699;1;0;0
306;Ate ganhar as eleicoes e a unica narrativa que se pode tratar com um Afinal vai perguntar o que pro ladrão ? Quanto ele Porque roubou? Porque quer continuar roubando ? Aliás vc quer entrar nessa tb num ministeriozinho so seu não e?;0.055042017;0;1;0
307;professor gabriel de orgúnica gosto muito de voce mas marcar prova numa segunda depois de final da libertadores e eleicoes e de fuder;0.71887034;0;1;0
308;"vespera de eleicoes e ainda esse papo, da vontade de falar pra essa galera ""vota logo no bolso e pronto""";0.8674699;1;0;0
309;Qualquer pessoa sensata vai concordar q essas eleicoes depois dos 4 anos infernais de desgoverno Bolsonaro acabaram com o psicologico da gente, ne? Oi, PTSD. Mas, reitero, o pior e a continua narrativa e defesa de um assassino.;0.8674699;1;0;0
310;Gente transformaram as eleicoes em aposta igual jogos de futebol, serio? Vcs são retardados?;0.28004074;0;1;0
311;Bolsonaro cita obras do metro de BH e boa relacao com prefeitos mineiros;0.800372;1;0;0
312;"Uma das coisas que aprendi nessas eleicoes e que quem tem que fazer disputa politica na periferia e a periferia! Esse role de ""voltar pra base"" confundiu cabecas por 4 anos, perspectiva elitista desconsidera que são as potencias locais as maiores mobilizadoras desde sempre!";0.8223625;1;0;0
313;Kkkkk aguarde depois das eleicoes, Lula e toda corja indo para a cadeia,a CPI  das pesquisas, levando todo esse pessoal que manipulou os dados para tentar eleger esse criminoso.;0.41085526;0;1;1
314;Nessas eleicoes voltem no meu coracao pois ele tbm e partido;0.86709166;1;0;0
315;Eu já vi de tudo. Agora queng@ conservadora so nessas eleicoes mesmo.. kkkk;0.4028394;0;1;1
316;O mais louco e q, anos atras, nas eleicoes de 2018, ela e Thalia fizeram uma sketch de camapanha politica endossando o Ele não. QQ ta akon teseno????;0.4028394;0;1;0
317;Acharam que não ia ter a Urna Eletronica nesse Segundo Turno ne?  [ELEICOES HABBIANAS 2022] - Urna Eletronica WIRED Proprietario: Tao. Link para ir ao quarto:  Comando para chegar mais rapido (HC): :roomid 51001904  Criadores:  e;0.8223625;1;0;0
318;Cara q inferno, to tentando sair em paz dessas eleicoes e não tenho um sossego....  Vota no teu candidato Posta oq quiser no teu stt do WhatsApp, no Instagram, no Facebook tatua ate na cara se quiser  So não encha meu saco e seguimos na paz;0.8223625;1;0;1
319;Vou relatar aqui para que muitos tirem prints, quando chegar aos 78/80% das  apuradas, o Sistema vai agir, essas eleicoes já estao PRONTAS para o vagabundo vigarista, so cego não consegue enxergar, infelizmente, tirem prints e me cobrem depois.;0.055042017;0;1;1
320;Olha so os fas! Ta rolando ate chamar os Vingadores para dar uma forca nas eleicoes! Aqui os viloes são a sacola do mercado vazia, as armas chegando nas escolas, a falta de remedio no postinho... E trabalho pra super heroi mesmo. Algum ai na escuta?;0.099415205;0;1;0
321;Eita mentira descarada, toma vergonha na sua cara, voces não cansam de espalhar mentiras e fakenews pra enganar a populacao? Espalhando mais uma mentira eleitoreira pra conquistar votos e enganar a populacao faltando menos de 24 horas pras eleicoes, voces não enganam mais ninguem;0.099415205;0;1;0
322;Tomara que nas proximas eleicoes não tenha um Bolsonaro da vida ou não fique perto da vitoria algum fanatico religioso pq sempre tem um que ninguem leva a serio. Sempre tem um ou mais que parece estar la pra preencher um papel de circo (o que nem deveria ter), mas ganhar e demais;0.6133254;0;1;0
323;Eu vi isso, mas o resultado esta bem absurdo kkkkk A veja não tem a minima credibilidade, lembra da capa que eles publicaram em 2014 as vesperas das eleicoes? Eles são anti PT ate a morte!;0.28004074;0;1;0
324;'Eu usava adesivo do Lula', diz jornalista agredida por homem no Parana;0.86052006;1;0;0
325;tem um CORNO passando com o som do carro no ultimo falando q 22 e Bolsonaro  os vizinhos mandando ir se foder e fazendo o L eleicoes e uma loucura ne, amo que amo;0.3281354;0;1;1
326;Mano acaba logo essas eleicoes !!  Pqp;0.54238683;0;1;0
327;Cartolas do mundo inteiro são, de maneira geral, uma tragedia. Os do Brasil conseguem ser piores. As notas da cartolagem do Flamengo e do CAP ontem sobre as eleicoes são abominaveis.A do Flamengo e de enorme covardia, atacando sem fundamento o TRE, num momento em que o fascismo;0.7124183;0;1;0
328;Amanha. Seriao, tudo que eu mais quero e que chegue amanha logo pra acabar essa merda dessas eleicoes;0.17896782;0;1;0
329;Mano esse video dos vingadores versão brazilians eleicoes ta muito bom, não consigo parar de rir pqp;0.099415205;0;1;0
330;"E falsa a informacao que aponta que O Globo recebeu ""resultado antecipado"" das eleicoes por parte do TSE. Confira o desmentido aqui";0.12010147;0;1;0
331;Leonardo DiCaprio responde a tuite de Angelica sobre eleicoes no Brasil, com o tema da Amazonia;0.8408864;1;0;0
332;Mas que caralho de eleicoes são estas no Brasil?  dois batonetes a cuspir disparates sem sentido nenhum;0.54238683;0;1;0
333;Lauren Jauregui mostrando apoio ao Lula nas eleicoes brasileiras !!!!!;0.86052006;1;0;0
334;não ligo pra quem vai ganhar as eleicoes, manuela vai continuar mandando em mim;0.8527898;1;0;0
335;libere acesso gratuito a  amanha para acompanharmos as eleicoes, por favor! Nunca te pedi nada, so amanha!;0.832904;1;0;0
336;vey so tem politica no meu feed   passa logo eleicoes pra voltar a ter porno;0.67148936;0;1;0
337;Em 2018 no sabado antes das eleicoes todo mundo de camisa amarela nas ruas aqui no interior de SP... hj e um ou outro.;0.8223625;1;0;0
338;E corrupcao? E um tema de maior importancia para o eleitorado todas as eleicoes, conforme demonstram as pesquisas. Totalmente enviesados esses temas;0.86052006;1;0;0
339;agora na vespera das eleicoes. não deu aumento e m 4 anos vai dar agora kkkkkk piada da porra;0.8223625;1;0;0
340;Vc vai ver o xeque mate depois das eleicoes seu bundao;0.01367631;0;1;1
341;.. Como um grupo especifico, nas duas ultimas eleicoes americanas e acredito que nas duas ultimas brasileiras (2018 e 2022) levou essas a pensar como facistoides e fantoches da extrema direita, levando pessoas boas a cometer acoes de extrema crueldade, quem não tem;0.7189064;0;1;0
342;acho uma ofensa em pleno 2022 quase 2023, ano das eleicoes e a gente ainda ter q entregar curriculo nos estabelecimentos pra se candidatar pra vaga de emprego;0.8223625;1;0;0
343;O saber em quem votar nessas eleicoes esta tao forte em mim, que eu notei que perdi 50% de interesse na pessoa so porque ela acredita em fake news de bolsominions;0.61041987;0;1;0
344;Na moral Ciro Gomes ai engoliria os dois, e e por isso que a esquerda brasileira garantiu de sempre colocar ele pra escanteio se fosse pro segundo turno ganharia as eleicoes.  Estamos absolutamente fodidos, como meu pai diz, fodidos e mal pagos;0.16829857;0;1;1
345;A sinceridade do meu tio bolsonarista sobre as pesquisas e as eleicoes faz eu rir dms dksksksksksk;0.80767184;1;0;0
346;sinal clarissimo, que poucos perceberam: apos debate,entrevistado pela Renata Lo Prete, o Mito disse que vai respeitar resultado das eleicoes: quem tiver mais votos leva !!Simples assim! Ou seja, eleicao ta no papo! voces acham que o Mito iria entregar de bandeja a presidencia?;0.099415205;0;1;0
347;Sensacional e vc ne, que antes dessas eleicoes, NUNCA ouvi falar no seu nome kkkkkk...;0.90822554;1;0;0
348;O molusco com seu discurso MOFADO.  Quer a taxa do sindicato para ir mais dinheiro no bolso dele, como fez com o Postalis e outros. esta se lixando para o povo. já disse que o povo e como papel higienico que se usa nas eleicoes e depois joga fora. MEI E EMPREGO!!! Bolsonaro;0.47663492;0;1;1
349;Chegando perto das eleicoes não queriam mais censura, era so 'mudar a classificacao indicativa', agora tambem são ate fans seu  Bolsonaristas são tao hipocritas quanto os petistas;0.6980284;0;1;0
350;Recolha-se na sua insignificancia. Com Vossa Excelencia vamos conversar nas proximas eleicoes pq nessa ficou no meio do caminho.;0.06758601;0;1;0
351;não será o antibozonarismo que vencera as eleicoes, será a humanidade, civilidade, respeito, educacao, saude e respeito.;0.83791447;1;0;0
352;viver no brasil e um eterno carreta furacao vesperas das eleicoes, acordar e ver que e vingadores com lula;0.87924427;1;0;0
353;Ainda não tem o e-Titulo? App pode ser baixado ate as 23h59 deste sabado  E-Titulo pode ser apresentado no momento da votacao e tambem serve para justificar ausencia. Eleitores devem verificar ultima atualizacao  Leia:;0.8674699;1;0;0
354;postei a porra de um stories e oq tem de gente me enchendo o saco por causa de eleicoes não tem cabimento;0.61290115;0;1;0
355;então seis tao falando que pra ser de esquerda tem que ser pobre? se for pobre não pode ser de direita?   depois que as eleicoes acabarem e a poeira baixar, deem uma olhada nos tweets de novo pra ver se assim vcs percebem o tanto de merda que tao falando;0.5491558;0;1;0
356;A senhora e uma traidora da pátria, falou tanto so 9 dedos, mas si aliou a ele, deve estar almejando uma cadeira no STF, já que a mesma e a corte mais  corrupta do mundo. Eu ate votaria na senhora em futuras eleicoes, mas devido a sua uniao com a corrupcao nunca votarei em vc.;0.42735472;0;1;1
357;AS ELEICOES DO DCE UFERSA não ESTAO SENDO democráticaS - Por eleicoes democráticas e pela homologacao da chapa de OPOSICAO A Todo Vapor. Segue o fio pra entender;0.703861;0;1;0
358;Eleicoes 2022 Lula lidera em dinheiro de Fundo Eleitoral ao receber  66 milhoes.;0.8936011;1;0;0
359;ESTAREI ME MATANDO DOMINGO DEPOIS DAS ELEICOES não ACEITO;0.800372;1;0;1
360;Nossa voces estao insuportaveis com essas eleicoes, gracas a Deus amanha isso acaba.;0.22323933;0;1;0
361;Absolvido não!! Fizeram um esquema, para este vagabundo, concorrer as eleicoes.;0.099415205;0;1;0
362;O compromisso do cristao e com a Verdade, não com o Bolsonaro. Diga-se de passagem um dos maiores responsaveis por fake news nessas eleicoes. Gracas a Deus da pra ser comprometido com a Verdade e não votar em politico x ou y, a Verdade não tem politico. Quem nega isso e mentiroso;0.47102526;0;1;0
363;O candidato que disse que o MEI e vagabundo, que vai colocar taxa sobre o pix, que disse que seu visse não concorria as eleicoes. Vai pra Cuba, cara de foca;0.67148936;0;1;1
364;Bolsonaro MENTE ao dizer que ex-ministro Eduardo Pazuello foi o deputado federal mais votado no Rio, nas eleicoes deste ano. A mais votada foi a deputada Daniela do Waguinho.;0.86052006;1;0;0
365;Mano eu não sei como eleicoes me irrita mais do que parente.;0.800372;1;0;0
366;Maldito fascista, respondendo ao jornalista, que não fala espanhol ou portunol, mostra a sua frustracao, porque sabe que esta morto nas eleicoes. Es um falhado e gracas a Deus, já estas a passar pelos esgotos.;0.33779207;0;1;1
367;com vcs e pique eleicoes mesmo, rola ate facada;0.08244847;0;1;0
368;mds qq ta acontecendo KKKKK farroupilha meteu ead por causa das eleicoes KKKKKKKKKKK;0.7251268;0;1;0
369;lembrando que nas eleicoes de 2018 eu postei que a gente não podia deixar os idiotas nos desanimarem pq eles eram muitos, levei um monte de block no insta kkkkkkkk a carapuca serve tanto pra esses burrotes;0.021425892;0;1;0
370;"Ahhh, para de papinho furado... Tu deu o golpe sim. ""Recuperou"" tanto o pais que não teve um pingo de coragem de lancar o nome nas eleicoes de 2018 porque sabia que ia ser massacrado.";0.54238683;0;1;0
371;Como eu queria ir na praia amanha, mas não vou poder pq vou trabalhar nas eleicoes;0.800372;1;0;0
372;Lula lembra 'pilula abortiva', e Bolsonaro rebate: 'Voce que e abortista';0.044938546;0;1;0
373;Realmente, se hoje ta sendo um porre de ficar olhando essas merdas de publicacoes relacionadas a politica (eu mesmo nessa semané tava quase desistindo de ver o Twitter por isso) imagina so no dia das eleicoes, bom  descanso, Iber.;0.9424688;1;0;0
374;Calma! Tem eleicoes daqui 2 anos. Afia a faca ai!;0.54238683;0;1;0
375;Galera postem simultaneamente todos esses videos nos reels, vamos pintar a internet com esse manifesto, mostrando a hipocrisia do Lula.  Se todos participarem ativamente, teremos a acao mais emblematica um dia antes das eleicoes, porque esses videos ecoaram ate segunda-feira.;0.5812573;0;1;0
376;Isso ai, quer mudar de assunto, pq esse e seu plano destrutivo de governo, Abortista!!!!!Debate na Globo: Lula e Bolsonaro debatem sobre respeito a Constituicao;0.40753767;0;1;0
377;Assedio eleitoral: empresario se retrata apos coagir empregados em MT  Decisão da 1 Vara do Trabalho de Cuiaba condenou o empresario apos ele obrigar empregados a postarem foto com camisa de candidato eleicoes2020   Leia:;0.8657749;1;0;0
378;Lula rebate criticas de bolsonaristas: 'O MEI foi criado por mim';0.86052006;1;0;0
379;Lamentavel esse debate. Reta final das eleicoes com clima de enterro.  Mas de tudo, o gritante e o despreparo e a baixeza desse presidente.  Bolsonaro não da. Bolsonaro nunca mais!;0.024480896;0;1;0
380;Voces brigam entre voces mesmos ate nas eleicoes. Agora a pouco sua afilhada declarou voto no barbudo. Imagine se ganhasse.;0.67148936;0;1;0
381;oficialmente as eleicoes comeram no exterior que DEUS NOS ABENCOE;0.8393304;1;0;0
382;comecou as eleicoes no exterior. LULA NO SEGUNDO TURNO!;0.809221;1;0;0
383;Eu nasci pra ver a porra de um gringo de merda, nascido fora de minha nacao, querendo dar palpite nas MINHAS eleicoes. Ai eu digo que sou contra esses estadunidenses de merda e sou chamado de xenofobico.;0.7310657;0;1;1
384;To apostando ate meu namorado nessas eleicoes;0.800372;1;0;0
385;E incrivel como o bolsonarismo acha que o povo e burro. Ontem quem esta indeciso, se preocupa com as eleicoes ou esta aqui no twitter falando de politica assistiu ao debate e entendeu a fala do Lula sobre MEI. Mas hoje eles distorcem tudo e passam para frente. Vira . Incrivel.;0.055042017;0;1;0
386;Vamos ser honestos As pessoas votam no pt por paixao e não porque o Bolsonaro e um genocida que matou bilhoes de pessoas  Na epoca das eleicoes do Aecio tambem apoiaram o pt A narrativa muda, mas a defesa e a mesma;0.06720176;0;1;0
387;O brasileiro ou infarta hoje no jogo do flamengo, ou amanha no 2 turno das eleicoes;0.8223625;1;0;0
388;Ipec  Presidente  Rio Grande do Sul  26 a 28/10/2022  2 Turno  Votos Totais  Bolsonaro (PL): 50% +1 Lula (PT):42% =  branco/nulo : 4% NS/NR: 4%  Votos Validos Bolsonaro: 54% +1 Lula: 46% -1;0.8223625;1;0;0
389;Se o Bolsonaro não ganhar essas eleicoes, o golpe estara vindo deles e da midia!;0.08244847;0;1;0
390;E pq voce acha que ele estao metendo o louco nessas eleicoes? Com essa reeleicao, o bozo acaba com isso E se não acabar, vai ficar pra historia como o mais frouxo dela;0.099415205;0;1;0
391;Acho que e meio que uma realidade de todos que tem o minimo de compromisso com o pais. Largamos nossas vidas pra ajudar o presidente Lula. Venceremos tanto as eleicoes, qto nossos problemas. Acredite em dias melhores, companheira.;0.800372;1;0;0
392;ver os vingadores tipo OS VINGADORES se mobilizando nas nossas eleicoes so aumentou ainda mais sentimento de que a gente ta tao pertinho de finalmente tirar o bolsonaro do poder   ta vindo gente vai vir ai lulinha presidente vindo de foguete;0.7118423;0;1;0
393;Bela tentativa do Pathetico Paranaense de me fazer torcer para o Flamengo! Fiquei balancado aqui!;0.86052006;1;0;1
394;eu não vejo a hora de chegar as eleicoes municipais porque essa sim e das boas, já to ansiosa pra escutar o pula, pula, pula, pula pro lado de ca, o povo ta pulando e não consegue mais parar, eles já perceberam que o barco vai afundar, pule voce, pule pro lado de ca;0.8223625;1;0;0
395;bolsonaro eh igual papagaio cr, nos planos de governo não tem auxilio ano que vem, pra ter auxilio teriam que FURAR o teto de gastos, nos planos tambem tem o congelamento do salario m. e aposentadoria e agora UM dia antes das eleicoes ele mete que vai aumentar pra 1400, acredita?;0.67148936;0;1;0
396;não cara, voce ta falando como se a proibicao fosse geral. E literalmente, um diretor falando que não quer que use dentro da escola durante as eleicoes. PRA AMBOS OS LADOS. Dificil entender? Eleitores do Loola tbm não podem.;0.099187665;0;1;0
397;Ha 5 eleicoes votando no PT.  Quem e gado mesmo?;0.54238683;0;1;1
398;Minha TL se divide em apenas dois temas ultimamente: eleicoes e Stupid Wife.;0.43154633;0;1;0
399;nessas eleicoes, se Bolsonaro for eleito eu saio armada matando todo mundo se lula for eleito eu como minha picanha em paz;0.9045265;1;0;1
400;E num ta tendo carreata pro Bolsonaro aqui em Olinda?   Duvida sincera: campanha politica tem que se encerrar 24h antes das eleicoes não e?;0.90700144;1;0;0
401;Ta preparado para chorar? Acho que voce sabe ler certo  ? então leia com atencao e engula o choro.. Detalhe pequeno. Valor economico e da GLOBO! Poderia nem falar. A bolha que voces vivem e ridicula demais e por isso irão perder!;0.7476726;0;1;0
402;Pessoal, não esquecam: por conta da eleicoes, os bolsonaristas estao a solta e aticados. Nos humanos ainda não aprendemos a lidar com essas criaturas selvagens. Cuidado!;0.28121504;0;1;1
403;Vc mente que foi absolvido e quer ganhar as eleicoes em cima de mentira. Lula vc e o pai da mentira. Fecha a boca que assim vc mente menos.;0.67148936;0;1;0
