,term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources,toxicity_score
220,term,explicit,retardado,0.0,0,0.0,retard,0.0,0,retardado,,0,attardé,0.0,0,Behindert,0.0,0,geri zekalı,0.0,0,https://michaelis.uol.com.br/palavra/ZNPn8/retardado/,0.86052006
221,expression,explicit,povo besta,1.0,0,0.0,stupid person,1.0,0,gente bestia,,0,les gens affreux,1.0,0,Untermensch,1.0,0,aptal insan,1.0,0,https://www.vocabulary.com/dictionary/stupid%20person,0.71887034
222,expression,explicit,pau no cú,1.0,0,0.0,fucker,1.0,0,palo en el culo,,0,bite dans le cul,1.0,0,fucker,1.0,0,aşağılık herif,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fucker,0.94266516
223,term,explicit,otário,1.0,0,0.0,jerk,1.0,0,idiota,,0,suceur,1.0,0,Lutscher,1.0,0,budala,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jerk,0.36493635
224,term,explicit,otária,1.0,0,0.0,jerk,1.0,0,idiota,,0,suceur,1.0,0,Lutscher,1.0,0,budala,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jerk,0.045158543
225,term,explicit,bandidão,1.0,0,0.0,thug,1.0,0,majadero,,0,bandit,1.0,0,Bandit,1.0,0,haydut,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/thug,0.16477858
226,term,explicit,bandidona,1.0,0,0.0,thug,1.0,0,majadera,,0,bandit,1.0,0,Bandit,1.0,0,haydut,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/thug,0.6152542
227,term,explicit,mafioso,1.0,0,0.0,mafia,1.0,0,mafioso,,0,mafieux,1.0,0,Mafiosi,1.0,0,mafya üyesi,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/mafia,0.58817494
228,term,explicit,pústula,0.0,0,0.0,pustule,0.0,0,ampolla,,0,pustule,0.0,0,0,0.0,0,küflenmek,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pustule,0.099415205
229,expression,explicit,tiro no pé,1.0,0,0.0,backfire,1.0,0,tiro en el pie,,0,tirer dans le pied,1.0,0,ins eigene Bein geschossen,1.0,0,kendi bacağından vurulmak,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/backfire,0.71887034
230,expression,explicit,defunto putrefato,0.0,0,0.0,corpse,0.0,0,difunto putrefacto,,0,cadavre en décomposition,0.0,0,0,0.0,0,çürük ceset,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/corpse,0.7641759
231,term,explicit,piralha,1.0,0,0.0,brat,1.0,0,nenita,,0,0,0.0,0,Gör,1.0,0,velet,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/brat,0.17100291
232,term,explicit,mimada,1.0,0,0.0,spoiled,1.0,0,malcriada,,0,chouchouté,1.0,0,verwöhnt (-es Gör),1.0,0,şımarık çocuk,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/spoiled,0.4028394
233,term,explicit,bruxa,0.0,sexism,0.0,witch,0.0,sexism,bruja,,sexism,sorcière,0.0,sexism,Hexe,0.0,sexism,cadı,0.0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/witch,0.52810466
234,term,explicit,anticristo,0.0,0,0.0,antichrist,0.0,0,anticristo,,0,antéchrist ,0.0,0,Antichrist ,0.0,0,deccal,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/antichrist?q=anti-christ,0.16477858
235,term,explicit,anti cristo,0.0,0,0.0,anti-christ,0.0,0,anti cristo,,0,antéchrist ,0.0,0,Antichrist ,0.0,0,deccal,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/antichrist?q=anti-christ,0.2826454
236,expression,explicit,ideólogo vermelho,1.0,partyism,1.0,red ideologist,0.0,0,ideólogo rojo,,0,idéologue rouge,0.0,0,0,0.0,0,kızıllar,0.0,0,https://en.wikipedia.org/wiki/Political_colour,0.0046273065
237,term,explicit,piranha,0.0,sexism,0.0,slut,0.0,sexism,puta,,sexism,piranha,0.0,sexism,Schlampe,0.0,sexism,orospu,0.0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/slut,0.08142607
238,expression,explicit,não vale nada,1.0,0,0.0,worthless,1.0,0,no vale nada,,0,n'a aucune valeur,1.0,0,wertlos,1.0,0,değersiz,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/worthless,0.3365798
239,term,explicit,putaria,1.0,sexism,0.0,fuckery,1.0,sexism,puteria,,sexism,prostituée,1.0,sexism,Prostituierte ,1.0,sexism,kaltak,1.0,sexism,"https://en.wiktionary.org/wiki/fuckery#:~:text=(vulgar%2C%20slang%2C%20uncountable)%20Sexual%20intercourse.,unfair%20or%20morally%20wrong%20action.",0.7925997
240,term,explicit,pirralhinha,1.0,0,0.0,little brat,1.0,0,mocosa,,0,petit morveux,1.0,0,Rotzlöffel,1.0,0,küçük velet,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/little-brat,0.4028394
241,term,explicit,palpite,0.0,0,0.0,hunch,0.0,0,corazonada,,0,supposez!,0.0,0,0,0.0,0,önsezi,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/hunch,0.03150424
242,expression,explicit,papo furado,0.0,0,0.0,jibber jabber,0.0,0,cháchara,,0,bavardage,0.0,0,0,0.0,0,boş konuşma,0.0,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber,0.14201486
243,term,explicit,esquerdopata,1.0,partyism,1.0,libtard,1.0,partyism,izquierdopata,,partyism,gauchers,1.0,partyism,0,0.0,0,solcu,1.0,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard,0.74301815
244,expression,explicit,massa de manobra,1.0,0,0.0,pawns,1.0,0,herramientas para la maniobra,,0,jeu d'enfant,1.0,0,Spielzeug (Person),1.0,0,piyon,1.0,0,https://www.dicionarioinformal.com.br/massa+de+manobra/,0.28004074
245,term,explicit,presunçosa,1.0,0,0.0,smug,1.0,0,presunciosa,,0,0,0.0,0,eingebildet,1.0,0,kendini beğenmiş,1.0,0,https://michaelis.uol.com.br/palavra/yVkpX/presun%C3%A7oso/,0.12704718
246,term,explicit,ninfeta,1.0,sexism,0.0,babe,1.0,sexism,bombón,,sexism,nymphette,1.0,sexism,Nymphoman,1.0,sexism,nemfomanyak,1.0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/babe,0.51462626
247,term,explicit,fantoche,0.0,0,0.0,puppet,0.0,0,títere,,0,marionnette,0.0,0,Puppe /Püppchen,0.0,0,kukla,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/puppet,0.19276786
248,term,explicit,sonsa,1.0,0,0.0,dull,1.0,0,sonsa,,0,morveux,1.0,0,Rotzlöffel,1.0,0,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dull,0.17608316
249,expression,explicit,bando de pelego,1.0,0,1.0,sheepskin,1.0,0,banda de ovejas,,0,une bande de radins,1.0,0,Geizhals,1.0,0,koyunlar,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sheepskin,0.71887034
250,expression,explicit,babava ovo,1.0,0,0.0,ass-kissing,1.0,0,lameculos,,0,bave d'oeuf,1.0,0,arschkriechen,1.0,0,yalakalık,1.0,0,https://www.dictionary.com/browse/ass-kissing,0.4028394
251,expression,explicit,baba ovo,1.0,0,0.0,ass kisser ,1.0,0,lameculos,,0,bave d'oeuf,1.0,0,Arschkriecher,1.0,0,yalaka,1.0,0,https://michaelis.uol.com.br/palavra/1OVj/baba-ovo/,0.19073938
252,expression,explicit,baba-ovo,1.0,0,0.0,ass kisser ,1.0,0,lameculos,,0,bave d'oeuf,1.0,0,Arschkriecher,1.0,0,yalaka,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/ass-kisser,0.4028394
253,term,explicit,bolsofanáticos,1.0,partyism,1.0,bolsofans,1.0,partyism,bolsofanáticos,,partyism,0,0.0,0,Fanatiker,1.0,partyism,fanatik,1.0,partyism,"""a term used in Brazil and derived from agglutination process between -bolsonário- and -fãs- (fans)""",0.1992775
254,term,explicit,abestalhada,1.0,0,0.0,stupid,1.0,0,boquiabierta,,0,0,0.0,0,dumm ,1.0,0,aptal,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/stupid,0.54238683
255,term,explicit,abestalhado,1.0,0,0.0,stupidly,1.0,0,boquiabierto,,0,dévergondé,1.0,0,dumm ,1.0,0,aptal,1.0,0,https://michaelis.uol.com.br/palavra/eKy/abestalhado/,0.24533425
256,term,explicit,falsiane,1.0,0,0.0,fake,1.0,0,falsedad,,0,0,0.0,0,falsch,1.0,0,sahte,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fake,0.29353583
257,expression,explicit,dar moral,0.0,0,0.0,bolster,0.0,0,mantener el ánimo,,0,remonter le moral des troupes,0.0,0,0,0.0,0,desteklemek,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bolster,0.019024728
258,expression,explicit,dando moral,0.0,0,0.0,bolstering,0.0,0,darle ánimo,,0,moralisant,0.0,0,Moralapostel,0.0,0,moral vermek,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bolster?q=bolstering,0.04076864
259,term,explicit,peppa,0.0,fatphobia,0.0,pig,0.0,fatphobia,0,,fatphobia,0,0.0,0,Schwein,0.0,fatphobia,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pig,0.012811388
260,term,explicit,pepa,0.0,fatphobia,0.0,pig,0.0,fatphobia,0,,fatphobia,0,0.0,0,Schein,0.0,fatphobia,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pig,0.012811388
261,term,explicit,pepinha,0.0,fatphobia,0.0,piggy,0.0,fatphobia,0,,fatphobia,0,0.0,0,Sau,0.0,fatphobia,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/piggy?q=piggie,0.15273893
262,term,explicit,moçoila,0.0,0,1.0,twink,0.0,0,mujercita,,0,fille,0.0,0,(richtiges) Mädchen,0.0,0,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/twink,0.055042017
263,expression,explicit,cabeça de vento,1.0,0,0.0,light-headed,1.0,0,cabeza hueca,,0,tête en l'air,1.0,0,hohlkopf,1.0,0,şapşal,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/light-headed,0.54238683
264,term,explicit,falida,0.0,0,0.0,broken,0.0,0,arruinada,,0,faillite,0.0,0,kaputt,0.0,0,bozuk,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/broken,0.046892237
265,expression,explicit,caçar o que fazer,1.0,0,0.0,to get yourself into,1.0,0,cazar o que hacer,,0,chasser ce qu'il faut faire,1.0,0,0,0.0,0,ne yapacağını bilmek,1.0,0,"https://plainenglish.com/expressions/to-get-yourself-into/#:~:text=We%20usually%20say%20%E2%80%9Cget%20yourself,more%20than%20you%20thought%20originally.",0.1375722
266,expression,explicit,berço de ouro,0.0,0,0.0,born with a silver spoon in,0.0,0,cuna de oro,,0,berceau doré,0.0,0,mit dem goldenen Löffel im Mund geboren sein ,0.0,0,0,0.0,0,"https://idioms.thefreedictionary.com/born+with+a+silver+spoon+in+his+mouth#:~:text=born%20with%20a%20silver%20spoon%20in%20your%20mouth,silver%20spoon%20in%20his%20mouth.",0.012811388
267,expression,explicit,bode expiatório,1.0,0,0.0,scapegoat,1.0,0,chivo expiatório,,0,bouc émissaire,1.0,0,Sündenbock,1.0,0,günah keçisi,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/scapegoat,0.47102526
268,expression,explicit,sem noção,0.0,0,0.0,reckless,0.0,0,sin noción,,0,ignorant,0.0,0,Ahnungsloser,0.0,0,beceriksiz,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/reckless,0.34042552
269,term,explicit,porcaria,1.0,0,0.0,crap,1.0,0,porquería,,0,pacotille,1.0,0,Schrott / Müll,1.0,0,saçmalık,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/crap,0.6152542
270,expression,explicit,dar ibope,0.0,0,0.0,waste time ,0.0,0,da que hablar,,0,obtenir beaucoup de publicité,0.0,0,Aufmerksamkeitsgeil,0.0,0,zaman kaybı,0.0,0,"https://idioms.thefreedictionary.com/waste+time#:~:text=To%20procrastinate%3B%20to%20avoid%20doing,get%20on%20with%20your%20presentation!",0.099415205
271,expression,explicit,dá ibope,0.0,0,0.0,talk of the town,0.0,0,es popular,,0,c'est populaire,0.0,0,Aufmerksamkeitsgeil,0.0,0,popüler,0.0,0,"https://www.merriam-webster.com/dictionary/the%20talk%20of%20the%20town#:~:text=Definition%20of%20the%20talk%20of,the%20talk%20of%20the%20town.",0.055042017
272,expression,explicit,encher o saco,0.0,0,0.0,push one's buttons,0.0,0,romper las pelotas,,0,s'ennuyer,0.0,0,Langweiler,0.0,0,alay etmek,0.0,0,"https://www.merriam-webster.com/dictionary/push%20one%27s%20buttons#:~:text=Definition%20of%20push%20one's%20buttons&text=%3A%20to%20do%20or%20say%20something,trying%20to%20push%20your%20buttons.",0.54238683
273,expression,explicit,encheu o saco,0.0,0,0.0,i've had it ,0.0,0,irritar,,0,s'ennuyer,0.0,0,Langweiler,0.0,0,alay etmek,0.0,0,"https://idioms.thefreedictionary.com/have+had+it#:~:text=If%20you%20say%20that%20you,I've%20had%20it.",0.58120775
274,expression,explicit,socialista de iPhone,1.0,partyism,1.0,iPhone-stan socilalist,1.0,partyism,socialista de iPhone,,partyism,iPhone socialiste,1.0,partyism,0,0.0,0,iPhone sosyalisti,1.0,partyism,"""expression used to refer to - fake socialists""",0.079580925
275,term,explicit,doutrinado,1.0,0,0.0,blind,1.0,0,adoctrinado,,0,endoctriné,1.0,0,0,0.0,0,aşılanmış,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blind,0.08852463
276,term,explicit,doutrinada,1.0,0,0.0,blind,1.0,0,adoctrinada,,0,endoctriné,1.0,0,0,0.0,0,aşılanmış,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blind,0.099415205
277,term,explicit,coitado,1.0,0,0.0,poor man,1.0,0,pobre,,0,pauvre,1.0,0,Armer Mann / Unterschicht,1.0,0,0,0.0,0,http://michaelis.uol.com.br/busca?r=0&f=0&t=0&palavra=coitado,0.14783415
278,term,explicit,coitada,1.0,0,0.0,poor woman,1.0,0,pobre,,0,pauvre,1.0,0,Arme Frau / Unterschicht,1.0,0,0,0.0,0,http://michaelis.uol.com.br/busca?r=0&f=0&t=0&palavra=coitado,0.54238683
279,term,explicit,esquerdopatia,1.0,partyism,1.0,libtard,1.0,partyism,izquierdopata,,partyism,0,0.0,0,0,0.0,0,solculuk,1.0,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard,0.47102526
280,term,explicit,inescrupuloso,1.0,0,0.0,reckless,1.0,0,inescrupuloso,,0,sans scrupules,1.0,0,Skrupellos,1.0,0,vijdansız,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/inescrupuloso/,0.14281869
281,expression,explicit,se lixando,1.0,0,0.0,not giving a fuck,1.0,0,no le importas,,0,se foutre de tout,1.0,0,keinen scheiß geben / sich einen Dreck drum scheren,1.0,0,siklememek,1.0,0,"https://idioms.thefreedictionary.com/I+don%27t+give+a+fuck#:~:text=rude%20slang%20An%20expression%20of,Not%20everything%20is%20about%20you.",0.2122529
282,term,explicit,aff,1.0,0,0.0,ugh,1.0,0,Adult FriendFinder,,0,0,0.0,0,0,0.0,0,öf,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ugh,0.055042017
283,term,explicit,picareta,1.0,0,0.0,sucker,1.0,0,0,,0,pioche,1.0,0,Lutscher,1.0,0,piç,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/picareta/,0.51187533
284,expression,explicit,não sabe nada,0.0,0,0.0,dumb,0.0,0,no sabe nada,,0,ne connaît rien,0.0,0,von nichts wissen,0.0,0,aptal,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dumb,0.19754848
285,term,explicit,aborrecente,1.0,0,0.0,stupid teenagers,1.0,0,molestando,,0,s'ennuyer,1.0,0,sich langweilen,1.0,0,aptal gençler,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/Aborrecente/,0.22324729
286,term,explicit,jogando sujo,1.0,0,0.0,play dirty,1.0,0,jugando sucio,,0,jouer sale,1.0,0,0,0.0,0,kirli oynamak,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/play-dirty,0.54238683
287,term,explicit,bagaceiro,1.0,0,0.0,trashdigger,1.0,0,orujo,,0,0,0.0,0,Mülltaucher,1.0,0,çöp karıştırıcı,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bagaceiro/,0.4775728
288,expression,explicit,idiota útil,1.0,0,0.0,puppet,1.0,0,idiota útil,,0,idiot utile,1.0,0,Marionetten,1.0,0,kukla,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/puppet?q=puppets,0.95061594
289,term,explicit,fedelha,1.0,0,0.0,nosey kid,1.0,0,mocosa,,0,morveux,1.0,0,Schreihals,1.0,0,velet,1.0,0,https://michaelis.uol.com.br/palavra/oaLL/fedelho/,0.42670262
290,expression,explicit,meter o nariz,1.0,0,0.0,nose in the air,1.0,0,meter la nariz,,0,mettre son nez dedans,1.0,0,0,0.0,0,burnunu sokmak,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/nose-in-the-air?q=nose+in,0.47102526
291,expression,explicit,metendo o nariz,1.0,0,0.0,nosing in the air,1.0,0,metiendo la nariz,,0,mettre son nez dedans,1.0,0,0,0.0,0,burnunu sokma,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/nose-in-the-air?q=nose+in,0.21928644
292,expression,explicit,meteu o nariz,1.0,0,0.0,nose in the air,1.0,0,metió la nariz,,0,a fourré son nez dans,1.0,0,0,0.0,0,burnunu soktu,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/nose-in-the-air?q=nose+in,0.22101328
293,term,explicit,cagada,0.0,0,0.0,dumb luck,0.0,0,cagada,,0,merde,0.0,0,0,0.0,0,sıçma,0.0,0,https://www.collinsdictionary.com/submission/7544/Dumb+luck,0.76634645
294,expression,explicit,puxa saco,0.0,0,0.0,ass kisser,0.0,0,adulador,,0,tireur de sacs,0.0,0,Arschkriecher,0.0,0,yalaka,0.0,0,https://www.collinsdictionary.com/pt/dictionary/english/ass-kisser,0.6750849
295,expression,explicit,zé mané,1.0,0,0.0,dumbass,1.0,0,puto demente,,0,imbécile,1.0,0,Vollidiot,1.0,0,salak herif,1.0,0,"https://www.dicionarioinformal.com.br/z%C3%A9%20man%C3%A9/#:~:text=1.,Z%C3%A9%20man%C3%A9&text=Sujeito%20desprovido%20de%20razo%C3%A1vel%20intelecto,%C3%A9%20um%20verdadeiro%20z%C3%A9%20man%C3%A9.",0.71219295
296,term,explicit,famosinha,1.0,0,0.0,it-girl,1.0,0,0,,0,0,0.0,0,Zicke,1.0,0,0,0.0,0,https://www.collinsdictionary.com/pt/dictionary/english/it-girl,0.055042017
297,term,explicit,gorda,1.0,fatphobia,0.0,fat,1.0,fatphobia,gorda,,fatphobia,graisse,1.0,fatphobia,fett,1.0,fatphobia,şişman,1.0,fatphobia,https://www.collinsdictionary.com/pt/dictionary/english/fat,0.8226956
298,expression,explicit,chata pra cacete,1.0,0,0.0,fucking annoying,1.0,0,aburrido como la mierda,,0,ennuyeux à mourir,1.0,0,fucking nervig,1.0,0,lanet gibi rahatsız edici,1.0,0,https://dictionary.reverso.net/english-cobuild/fucking+annoying,0.9287625
299,expression,explicit,pé no saco,0.0,0,0.0,lingerer ,0.0,0,molestia,,0,casse-pieds,0.0,0,0,0.0,0,baş belası,0.0,0,https://www.dicionarioinformal.com.br/p%E9+no+saco/,0.8207855
300,term,explicit,mimadinha,1.0,0,0.0,spoiled,1.0,0,niña mimada,,0,choyé,1.0,0,verzogen,1.0,0,şımarık kız,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/spoiled,0.3273796
301,expression,explicit,bla bla bla,0.0,0,0.0,jibber jabber,0.0,0,bla bla bla,,0,bla bla bla,0.0,0,Geschwafel,0.0,0,boş laf,0.0,0,https://www.dicionarioinformal.com.br/bl%C3%A1%20bl%C3%A1%20bl%C3%A1/,0.08015372
302,expression,explicit,blablabla,0.0,0,0.0,jibber jabber,0.0,0,blablabla,,0,bla bla bla,0.0,0,Geschwafel,0.0,0,boş laf,0.0,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber,0.08244847
303,term,explicit,borra botas,1.0,0,0.0,botcher,1.0,0,siervo,,0,boue de botte,1.0,0,Pfuscher,1.0,0,beceriksiz,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/botch,0.3873585
304,term,explicit,borra-botas,1.0,0,0.0,botcher,1.0,0,siervo,,0,Amorçage,1.0,0,Pfuscherin,1.0,0,beceriksiz,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/botch,0.4028394
305,term,explicit,mocosa,0.0,0,0.0,light-footed,0.0,0,mocosa,,0,0,0.0,0,0,0.0,0,0,0.0,0,"https://www.merriam-webster.com/dictionary/light-footed#:~:text=Definition%20of%20light%2Dfooted,and%20nimbly%20light%2Dfooted%20prose",0.016979488
306,term,explicit,débil,0.0,0,0.0,dumb,0.0,0,debil,,0,faible,0.0,0,dumm ,0.0,0,sümsük,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dumb,0.09008567
307,term,explicit,farça,1.0,0,0.0,fake,1.0,0,farsa,,0,0,0.0,0,falsch sein,1.0,0,sahte,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fake,0.20148322
308,term,explicit,absurdo,0.0,0,0.0,absurd,0.0,0,absurdo,,0,bêtises.,0.0,0,absurd,0.0,0,saçma,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/absurd,0.099415205
309,expression,explicit,papagaio ambulante,1.0,0,0.0,tattletale,1.0,0,ambulante,,0,perroquet ambulant,1.0,0,Petze,1.0,0,dedikoducu,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/tattletale,0.28366238
310,expression,explicit,conversa fiada,1.0,0,0.0,jibber jabber,1.0,0,cháchara,,0,bavardages,1.0,0,Geschwafel,1.0,0,gevezelik,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber,0.099415205
311,term,explicit,oportunista,1.0,0,0.0,vulture,1.0,0,oportunista,,0,opportuniste,1.0,0,Geier,1.0,0,fırsatçı,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/vulture,0.47989258
312,term,explicit,interesseiro,1.0,0,0.0,selfish,1.0,0,cazafortunas,,0,Intéressé,1.0,0,selbstsüchtig,1.0,0,düzenbaz,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/selfish,0.47102526
313,term,explicit,ranço,1.0,0,0.0,despise,1.0,0,rancio,,0,0,0.0,0,verachten ,1.0,0,hor görmek,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/despise,0.1440924
314,term,explicit,ranso,1.0,0,0.0,despise,1.0,0,rancio,,0,0,0.0,0,verachten,1.0,0,hor görmek,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/despise,0.055042017
315,term,explicit,gado,0.0,0,0.0,sheep,0.0,0,ganado,,0,bovins,0.0,0,Mitläufer,0.0,0,sığırlar,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sheep,0.22285865
316,expression,explicit,gado marcado,0.0,0,0.0,sheep,0.0,0,ganado marcado,,0,bovins marqués,0.0,0,Mitläufer,0.0,0,işaretlenmiş sığır,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sheep,0.37581575
317,term,explicit,feio,1.0,0,0.0,ugly,1.0,0,feo,,0,laid,1.0,0,0,0.0,0,çirkin,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ugly,0.7088775
318,term,explicit,feia,1.0,0,0.0,ugly,1.0,0,fea,,0,laid,1.0,0,0,0.0,0,çirkin,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ugly,0.74644935
319,term,explicit,birrinha,0.0,0,0.0,pettiness,0.0,0,berrinche,,0,crise de rage,0.0,0,schadenfroh sein,0.0,0,adilik,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pettiness,0.055042017
320,term,explicit,palhaçada,0.0,0,0.0,fuckery,0.0,0,payasada,,0,pitrerie,0.0,0,0,0.0,0,soytarılık etmek,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/palha%C3%A7ada/,0.71887034
321,term,explicit,palhaço,0.0,0,0.0,clown,0.0,0,payaso,,0,clown,0.0,0,Clown,0.0,0,paylaço,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/clown,0.4413303
322,term,explicit,palhaça,0.0,0,0.0,clown,0.0,0,payasa,,0,clown,0.0,0,Clown,0.0,0,şakacı,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/clown,0.67148936
323,expression,explicit,boneca de ventríloquo,0.0,0,0.0,ventriloquist puppet,0.0,0,muñeca de ventrílocuo,,0,poupée de ventriloque,0.0,0,0,0.0,0,vantrilok bebek,0.0,0,"https://www.collinsdictionary.com/dictionary/english/ventriloquists-dummy#:~:text=(v%C9%9Bn%CB%88tr%C9%AAl%C9%99kw%C9%AAsts%20%CB%88d%CA%8Cm%C9%AA%20),made%20to%20appear%20to%20talk",0.21755232
324,term,explicit,pertubada,1.0,0,0.0,off,1.0,0,perturbada,,0,pertubé,1.0,0,0,0.0,0,rahatsız,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/off,0.08244847
325,term,explicit,pertubado,1.0,0,0.0,off,1.0,0,perturbado,,0,pertubé,1.0,0,0,0.0,0,rahatsız,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/off,0.08244847
326,term,explicit,mijona,1.0,0,0.0,wimp,1.0,0,meona,,0,0,0.0,0,Schwächling,1.0,0,korkak,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/wimp,0.25739986
327,expression,explicit,meter o bedelho,1.0,0,0.0,schnoz,1.0,0,husmear,,0,faire pression sur,1.0,0,die Nase in anderer Leuts angelegenheiten stecken,1.0,0,burnunu sokmak,1.0,0,"https://www.merriam-webster.com/dictionary/schnoz#:~:text=Definition%20of%20schnoz,virus%20particles%20from%20your%20schnozz.%E2%80%94",0.47102526
328,expression,explicit,metida a certinha,1.0,0,0.0,prude,1.0,0,0,,0,coincé,1.0,0,Prüde,1.0,0,namus düşkünü,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/prude,0.28223124
329,expression,explicit,esse tal,0.0,0,0.0,this kind of people,0.0,0,ese tipo,,0,une telle,0.0,0,0,0.0,0,bu,0.0,0,https://forum.wordreference.com/threads/this-kind-of-people-vs-these-kinds-of-people.3225132/,0.055042017
330,expression,explicit,esse tal,0.0,0,0.0,this kind of people,0.0,0,ese tipo,,0,un tel,0.0,0,0,0.0,0,bu,0.0,0,https://forum.wordreference.com/threads/this-kind-of-people-vs-these-kinds-of-people.3225132/,0.055042017
331,term,explicit,riquinha,1.0,0,0.0,posh,1.0,0,niña rica,,0,0,0.0,0,piekfein / augetackelt,1.0,0,0,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ignorant,0.23639226
